FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa,ResearchInstitutionType
Projects,482759,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,600000,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,582716,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,744228,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,207040,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,724510,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,711930,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,744824,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of Teacher Education
Projects,479699,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,580528,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,355720,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,1000000,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,269800,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,326036,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,699327,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,411491,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,199580,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,767740,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Projects,815897,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Health Research and Wellbeing at UAS and UTE,University of applied sciences
Programmes,1446916,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799946,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1786998,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1774571,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Other
Programmes,1619566,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1798540,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1270540,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799110,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1782503,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799957,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1781155,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1647253,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799893,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1775791,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1798228,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799045,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1681437,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1785380,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1710281,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1785678,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1780309,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1673157,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1791554,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1774671,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1752816,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1710561,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1783238,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1410966,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1781028,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1778133,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799627,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1797441,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1790725,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1797586,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1787211,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799122,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1728737,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1778441,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799930,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1556858,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799888,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1800000,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,ETH Domain
Programmes,1756081,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799482,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1761241,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
Programmes,1799513,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,Horizon Europe Transitional Measures,SNSF Starting Grants,Cantonal university
